# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Mar  7 09:26:46 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
#
pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim
Kepler-1201 b,15.18725932000,0.00008158000,-0.00008158000,0,0.20430012,0.08118476,-0.03836203,0,0.01840000,,,0,89.4310,5.4010,-5.0670,0,789.00,,,0,6177.00,146.30,-232.29,0,1.150000,0.169000,-0.110000,0,0.0300,0.1310,-0.1670,0
Kepler-1202 b,28.68513240000,0.00018990000,-0.00018990000,0,0.26228923,0.08118476,-0.02765635,0,0.02820000,,,0,23.8760,2.3340,-2.1000,0,547.00,,,0,5834.00,80.98,-131.48,0,1.030000,0.060000,-0.064000,0,0.0600,0.1470,-0.1600,0
Kepler-1203 b,0.58800076500,0.00000058200,-0.00000058200,0,0.09456687,0.00535284,-0.00356856,0,0.00377000,,,0,723.8060,73.9690,-67.9460,0,1188.00,,,0,4105.00,43.70,-35.84,0,0.640000,0.018000,-0.023000,0,0.0100,0.0920,-0.0880,0
Kepler-1204 b,85.73502850000,0.00063730000,-0.00063730000,0,0.27210277,0.07761620,-0.02676421,0,0.03000000,,,0,7.0210,0.4860,-0.4500,0,448.00,,,0,5825.00,88.38,-121.08,0,1.030000,0.058000,-0.057000,0,0.0600,0.1270,-0.1450,0
Kepler-1205 b,1.07839035200,0.00000159600,-0.00000159600,0,0.12579177,0.00892140,-0.00802926,0,0.00809000,,,0,1038.4930,48.7240,-46.3990,0,1667.00,,,0,5226.00,84.83,-71.27,0,0.840000,0.041000,-0.049000,0,-0.0400,0.1620,-0.1650,0
Kepler-1206 b,1.21699766300,0.00000260500,-0.00000260500,0,0.14631100,0.00802926,-0.00713712,0,0.01050000,,,0,588.0210,46.6750,-42.7310,0,1314.00,,,0,4877.00,55.23,-79.61,0,0.800000,0.029000,-0.035000,0,0.0700,0.1470,-0.1500,0
Kepler-1207 b,13.68237119000,0.00008986000,-0.00008986000,0,0.14452672,0.04549915,-0.01605852,0,0.01020000,,,0,352.5080,25.7480,-23.6730,0,802.00,,,0,5909.00,88.29,-99.94,0,1.060000,0.058000,-0.057000,0,0.0500,0.1450,-0.1550,0
Kepler-1208 b,11.08507637000,0.00005235000,-0.00005235000,0,0.20697654,0.01695066,-0.01248996,0,0.01890000,,,0,37.6640,3.5920,-3.2260,0,665.00,,,0,5001.00,110.88,-108.59,0,0.800000,0.039000,-0.045000,0,-0.0300,0.1480,-0.1730,0
Kepler-1209 b,25.36911600000,0.00012490000,-0.00012490000,0,0.13471318,0.02854849,-0.01605852,0,0.00909000,,,0,63.2460,2.4680,-2.3700,0,755.00,,,0,6210.00,71.25,-59.14,0,1.230000,0.087000,-0.050000,0,0.1200,0.0850,-0.0800,0
Kepler-121 b,3.17742200000,0.00000300000,-0.00000300000,0,0.20900000,0.11300000,-0.11300000,0,0.01910000,,,0,220.4890,7.2780,-7.0280,0,997.00,,,0,5311.00,200.00,-200.00,0,0.859000,0.036000,-0.036000,0,-0.0800,0.1550,-0.1860,0
Kepler-121 c,41.00801100000,0.00019100000,-0.00019100000,0,0.20300000,0.11200000,-0.11200000,0,0.01820000,,,0,7.2960,0.2410,-0.2330,0,425.00,,,0,5311.00,200.00,-200.00,0,0.859000,0.036000,-0.036000,0,-0.0800,0.1550,-0.1860,0
Kepler-1210 b,8.07124073000,0.00004899000,-0.00004899000,0,0.15166384,0.02676421,-0.01159782,0,0.01110000,,,0,152.0470,16.0830,-14.3300,0,856.00,,,0,5568.00,67.19,-91.62,0,0.940000,0.042000,-0.048000,0,0.0400,0.1380,-0.1660,0
Kepler-1211 b,11.01816836000,0.00007975000,-0.00007975000,0,0.22749576,0.03746989,-0.03657775,0,0.02210000,,,0,130.9000,20.1000,-20.1000,0,840.00,,,0,5705.00,123.21,-77.68,0,0.960000,0.055000,-0.066000,0,-0.0800,0.1650,-0.1940,0
Kepler-1212 b,12.94130146000,0.00007910000,-0.00007910000,0,0.19091801,0.05174413,-0.02408779,0,0.01640000,,,0,142.0960,10.4980,-9.6940,0,795.00,,,0,6051.00,144.84,-180.60,0,1.100000,0.112000,-0.079000,0,0.0300,0.1340,-0.1510,0
Kepler-1213 b,5.34982412000,0.00002659000,-0.00002659000,0,0.10616469,0.01159782,-0.00892140,0,0.00570000,,,0,595.4240,18.1030,-17.4550,0,1156.00,,,0,6050.00,74.56,-81.73,0,1.140000,0.045000,-0.040000,0,0.1300,0.0760,-0.0830,0
Kepler-1214 b,18.82634264000,0.00008784000,-0.00008784000,0,0.21054510,0.01695066,-0.00981354,0,0.01940000,,,0,23.1800,1.3750,-1.2880,0,591.00,,,0,5130.00,48.18,-47.96,0,0.850000,0.033000,-0.038000,0,0.0500,0.1550,-0.1460,0
Kepler-1215 b,4.76703963000,0.00002300000,-0.00002300000,0,0.10884111,0.01605852,-0.01070568,0,0.00624000,,,0,253.9640,8.5950,-8.3090,0,1046.00,,,0,5616.00,92.62,-130.14,0,0.950000,0.044000,-0.054000,0,0.0100,0.1390,-0.1600,0
Kepler-1216 b,4.37034536000,0.00001993000,-0.00001993000,0,0.12400749,0.01962709,-0.00981354,0,0.00790000,,,0,415.5530,31.6620,-28.9960,0,1191.00,,,0,5743.00,73.65,-77.97,0,0.990000,0.042000,-0.046000,0,0.0300,0.1400,-0.1580,0
Kepler-1217 b,2.03232507200,0.00000645900,-0.00000645900,0,0.17753591,0.04282273,-0.01695066,0,0.01450000,,,0,1302.9480,135.5400,-120.2000,0,1542.00,,,0,5905.00,82.88,-103.67,0,1.060000,0.069000,-0.059000,0,0.0700,0.1440,-0.1620,0
Kepler-1218 b,22.92212660000,0.00023370000,-0.00023370000,0,0.12846820,0.01338210,-0.01248996,0,0.00839000,,,0,84.8300,3.0260,-2.9120,0,684.00,,,0,5986.00,91.33,-76.59,0,1.060000,0.048000,-0.048000,0,-0.0200,0.1000,-0.1110,0
Kepler-1219 b,16.10467749000,0.00008828000,-0.00008828000,0,0.18913373,0.04995985,-0.04014631,0,0.01620000,,,0,430.6910,33.3020,-30.8990,0,1159.00,,,0,5944.00,91.26,-81.66,0,1.250000,0.142000,-0.117000,0,0.0500,0.1360,-0.0850,0
Kepler-122 b,5.76619300000,0.00001600000,-0.00001600000,0,0.20900000,0.04100000,-0.04100000,0,0.01910000,,,0,448.1020,20.6510,-19.6720,0,1159.00,,,0,6050.00,137.00,-137.00,0,0.982000,0.028000,-0.029000,0,-0.0800,0.0400,-0.0400,0
Kepler-122 c,12.46598800000,0.00000900000,-0.00000900000,0,0.52400000,0.10300000,-0.10300000,0,0.09120000,,,0,160.4990,7.3970,-7.0460,0,897.00,,,0,6050.00,137.00,-137.00,0,0.982000,0.028000,-0.029000,0,-0.0800,0.0400,-0.0400,0
Kepler-122 d,21.58747500000,0.00016400000,-0.00016400000,0,0.19600000,0.03900000,-0.03900000,0,0.01720000,,,0,77.1400,3.5550,-3.3860,0,747.00,,,0,6050.00,137.00,-137.00,0,0.982000,0.028000,-0.029000,0,-0.0800,0.0400,-0.0400,0
Kepler-122 e,37.99327300000,0.00039000000,-0.00039000000,0,0.23200000,0.04800000,-0.04800000,0,0.08700000,0.03600000,-0.03100000,0,36.2990,1.6730,-1.5940,0,618.00,,,0,6050.00,137.00,-137.00,0,0.982000,0.028000,-0.029000,0,-0.0800,0.0400,-0.0400,0
Kepler-122 f,56.26800000000,,,0,0.15600000,0.05400000,-0.01400000,0,0.11300000,0.06100000,-0.05100000,0,21.5240,0.9920,-0.9450,0,543.00,,,0,5917.00,60.00,-60.00,0,1.030000,,,0,-0.0800,0.0400,-0.0400,0
Kepler-1220 b,7.42693741000,0.00004187000,-0.00004187000,0,0.13560532,0.02944063,-0.01695066,0,0.00920000,,,0,177.8420,14.0260,-12.7950,0,899.00,,,0,5842.00,246.43,-266.34,0,1.000000,0.116000,-0.084000,0,-0.0400,0.1450,-0.1820,0
Kepler-1221 b,12.00096042000,0.00005761000,-0.00005761000,0,0.16772237,0.02676421,-0.01427424,0,0.01320000,,,0,37.8100,14.4100,-9.4900,0,632.00,,,0,5194.00,45.80,-51.51,0,0.870000,0.038000,-0.040000,0,0.0900,0.1560,-0.1630,0
Kepler-1222 b,1.91694425400,0.00000611100,-0.00000611100,0,0.07047908,0.00535284,-0.00535284,0,0.00131000,,,0,416.2310,10.9790,-10.7520,0,1246.00,,,0,5239.00,71.00,-82.33,0,0.840000,0.042000,-0.046000,0,-0.0400,0.1470,-0.1760,0
Kepler-1223 b,16.30125900000,0.00010300000,-0.00010300000,0,0.10884111,0.00535284,-0.00713712,0,0.00624000,,,0,20.5100,0.5800,-0.5670,0,557.00,,,0,4870.00,49.87,-52.19,0,0.800000,0.032000,-0.039000,0,0.0400,0.1640,-0.1660,0
Kepler-1224 b,13.32351601000,0.00007281000,-0.00007281000,0,0.11865465,0.01070568,-0.00713712,0,0.00733000,,,0,132.6630,4.7790,-4.6110,0,872.00,,,0,6155.00,64.75,-56.71,0,1.180000,0.039000,-0.034000,0,0.1400,0.0810,-0.0820,0
Kepler-1225 b,7.01075434000,0.00002753000,-0.00002753000,0,0.16236952,0.05442055,-0.02141137,0,0.01250000,,,0,324.2820,22.2830,-20.6370,0,1453.00,,,0,6140.00,133.40,-147.70,0,1.130000,0.136000,-0.093000,0,0.0100,0.1360,-0.1850,0
Kepler-1226 b,17.29234530000,0.00011870000,-0.00011870000,0,0.12936034,0.02319565,-0.01338210,0,0.00849000,,,0,140.3760,10.5930,-9.6600,0,809.00,,,0,5923.00,147.56,-124.19,0,1.020000,0.079000,-0.073000,0,-0.0800,0.1590,-0.2050,0
Kepler-1227 b,94.28875770000,0.00058730000,-0.00058730000,0,0.20430012,0.04639129,-0.02051923,0,0.01840000,,,0,4.1790,0.1250,-0.1210,0,369.00,,,0,5747.00,108.41,-151.11,0,0.970000,0.058000,-0.065000,0,-0.0400,0.1440,-0.1880,0
Kepler-1228 b,0.57736957900,0.00000040900,-0.00000040900,0,0.13738960,0.00981354,-0.01248996,0,0.00940000,,,0,1598.6640,50.6130,-48.9250,0,1757.00,,,0,5063.00,94.76,-81.19,0,0.780000,0.052000,-0.063000,0,-0.1800,0.1790,-0.2480,0
Kepler-1229 b,86.82898900000,0.00106900000,-0.00106900000,0,0.12489963,0.00981354,-0.01159782,0,0.00800000,,,0,0.5240,0.0540,-0.0500,0,212.00,19.00,-17.00,0,3784.00,38.88,-38.61,0,0.540000,0.025000,-0.035000,0,-0.0600,0.0860,-0.1090,0
Kepler-123 b,17.23236600000,0.00005600000,-0.00005600000,0,0.26200000,0.05100000,-0.05100000,0,0.17400000,0.09800000,-0.08700000,0,138.8070,7.2400,-6.8460,0,817.00,,,0,6089.00,121.00,-121.00,0,1.079000,0.029000,-0.030000,0,-0.0800,0.0400,-0.0400,0
Kepler-123 c,26.69507400000,0.00046800000,-0.00046800000,0,0.13200000,0.02700000,-0.02700000,0,0.00879000,,,0,77.3990,4.0370,-3.8170,0,706.00,,,0,6089.00,121.00,-121.00,0,1.079000,0.029000,-0.030000,0,-0.0800,0.0400,-0.0400,0
Kepler-1230 b,9.95661537000,0.00004469000,-0.00004469000,0,0.24177001,0.04371487,-0.02587207,0,0.02450000,,,0,153.9330,17.8170,-15.6640,0,946.00,,,0,5961.00,134.01,-116.25,0,1.060000,0.078000,-0.062000,0,0.0100,0.1430,-0.1530,0
Kepler-1231 b,10.41725184000,0.00006556000,-0.00006556000,0,0.12668391,0.02676421,-0.01070568,0,0.00819000,,,0,117.5150,5.6070,-5.3270,0,870.00,,,0,5778.00,80.33,-107.40,0,1.010000,0.055000,-0.047000,0,0.0600,0.1510,-0.1520,0
Kepler-1232 b,26.78391830000,0.00017860000,-0.00017860000,0,0.17218307,0.02141137,-0.01427424,0,0.01380000,,,0,14.6000,0.4830,-0.4650,0,523.00,,,0,5471.00,75.31,-111.90,0,0.920000,0.041000,-0.042000,0,0.0600,0.1470,-0.1540,0
Kepler-1233 b,45.12630420000,0.00051710000,-0.00051710000,0,0.23195646,0.09635115,-0.03479347,0,0.02290000,,,0,30.0610,2.2380,-2.0550,0,604.00,,,0,6198.00,139.13,-168.47,0,1.160000,0.178000,-0.100000,0,0.0200,0.1280,-0.1610,0
Kepler-1234 b,11.94014029000,0.00008335000,-0.00008335000,0,0.25069141,0.01427424,-0.07226336,0,0.02610000,,,0,40.1200,3.3310,-3.0370,0,625.00,,,0,4967.00,56.40,-63.05,0,0.800000,0.034000,-0.039000,0,0.0100,0.1430,-0.1580,0
Kepler-1235 b,4.16055856000,0.00002789000,-0.00002789000,0,0.07047908,0.01070568,-0.00535284,0,0.00131000,,,0,265.3250,7.1200,-6.9820,0,985.00,,,0,5541.00,78.94,-83.29,0,0.930000,0.043000,-0.052000,0,0.0100,0.1450,-0.1730,0
Kepler-1236 b,31.05716180000,0.00025080000,-0.00025080000,0,0.19091801,0.01605852,-0.01962709,0,0.01640000,,,0,13.5710,1.2620,-1.1390,0,480.00,,,0,5337.00,155.96,-154.20,0,0.860000,0.051000,-0.052000,0,-0.0900,0.1540,-0.1740,0
Kepler-1237 b,84.57332260000,0.00064800000,-0.00064800000,0,0.25515211,0.03479347,-0.01873495,0,0.02690000,,,0,4.0420,0.3780,-0.3400,0,366.00,,,0,5472.00,73.56,-109.10,0,0.940000,0.044000,-0.044000,0,0.1200,0.1590,-0.1580,0
Kepler-1238 b,4.14787559000,0.00003447000,-0.00003447000,0,0.17218307,0.07583192,-0.03746989,0,0.01380000,,,0,1195.2010,111.2090,-100.1470,0,1389.00,,,0,6386.00,341.26,-299.46,0,1.300000,0.243000,-0.181000,0,0.0500,0.1300,-0.1440,0
Kepler-1239 b,5.19104016000,0.00002643000,-0.00002643000,0,0.25872067,0.03300919,-0.02765635,0,0.02750000,,,0,462.9100,448.3600,-152.6900,0,1183.00,,,0,6564.00,153.47,-198.42,0,1.400000,0.081000,-0.092000,0,0.2200,0.1290,-0.1720,0
Kepler-124 b,3.41049300000,0.00002100000,-0.00002100000,0,0.06500000,0.00400000,-0.00400000,0,0.00099000,,,0,198.8430,5.6190,-5.4760,0,892.00,,,0,4984.00,100.00,-100.00,0,0.706000,0.010000,-0.006000,0,-0.4600,0.0400,-0.0400,0
Kepler-124 c,13.82137500000,0.00003700000,-0.00003700000,0,0.15600000,0.00800000,-0.00800000,0,0.01170000,,,0,30.7160,0.8680,-0.8460,0,560.00,,,0,4984.00,100.00,-100.00,0,0.706000,0.010000,-0.006000,0,-0.4600,0.0400,-0.0400,0
Kepler-124 d,30.95085100000,0.00036100000,-0.00036100000,0,0.09900000,0.00600000,-0.00600000,0,0.00444000,,,0,10.4990,0.2970,-0.2890,0,428.00,,,0,4984.00,100.00,-100.00,0,0.706000,0.010000,-0.006000,0,-0.4600,0.0400,-0.0400,0
Kepler-1240 b,4.86638150000,0.00002513000,-0.00002513000,0,0.10259613,0.01784280,-0.00892140,0,0.00505000,,,0,539.1290,22.7310,-21.7830,0,1121.00,,,0,5682.00,103.27,-116.70,0,0.980000,0.048000,-0.050000,0,0.0400,0.1380,-0.1590,0
Kepler-1241 b,18.55257010000,0.00010350000,-0.00010350000,0,0.23463288,0.01873495,-0.02051923,0,0.02330000,,,0,31.4560,2.5780,-2.3550,0,612.00,,,0,5261.00,180.72,-119.79,0,0.840000,0.051000,-0.058000,0,-0.0900,0.1530,-0.1850,0
Kepler-1242 b,13.62798432000,0.00005714000,-0.00005714000,0,0.20162370,0.01159782,-0.01159782,0,0.01800000,,,0,28.9980,1.4450,-1.3710,0,639.00,,,0,4895.00,84.63,-57.56,0,0.770000,0.036000,-0.039000,0,-0.0500,0.1290,-0.1690,0
Kepler-1243 b,16.83207290000,0.00008923000,-0.00008923000,0,0.15612454,0.02497993,-0.01516638,0,0.01170000,,,0,36.1620,1.6910,-1.6100,0,690.00,,,0,5667.00,113.87,-139.83,0,0.960000,0.053000,-0.056000,0,0.0100,0.1350,-0.1680,0
Kepler-1244 b,3.70428172000,0.00001784000,-0.00001784000,0,0.12043893,0.05620484,-0.02230351,0,0.00752000,,,0,4756.3250,240.0800,-225.3400,0,1839.00,,,0,6680.00,94.50,-106.27,0,1.460000,0.264000,-0.140000,0,0.0500,0.1430,-0.1650,0
Kepler-1245 b,4.35409304000,0.00001933000,-0.00001933000,0,0.12846820,0.01070568,-0.00892140,0,0.00839000,,,0,194.3440,9.9650,-9.4280,0,1043.00,,,0,5306.00,77.49,-101.98,0,0.860000,0.041000,-0.043000,0,-0.0100,0.1430,-0.1600,0
Kepler-1245 c,2.93658468100,0.00000840500,-0.00000840500,0,0.12846820,0.01159782,-0.00713712,0,0.00839000,,,0,328.9840,16.8680,-15.9590,0,1190.00,,,0,5306.00,77.49,-101.98,0,0.860000,0.041000,-0.043000,0,-0.0100,0.1430,-0.1600,0
Kepler-1246 b,11.32271513000,0.00008852000,-0.00008852000,0,0.12133107,0.01784280,-0.01962709,0,0.00761000,,,0,26.4510,1.1690,-1.1130,0,554.00,,,0,4611.00,49.69,-51.31,0,0.730000,0.031000,-0.044000,0,-0.0300,0.1580,-0.1630,0
Kepler-1247 b,13.71220213000,0.00006363000,-0.00006363000,0,0.20786868,0.01873495,-0.01427424,0,0.01900000,,,0,41.4720,4.0910,-3.6670,0,676.00,,,0,5303.00,116.55,-112.59,0,0.860000,0.043000,-0.047000,0,-0.0500,0.1410,-0.1560,0
Kepler-1248 b,7.46725407000,0.00005302000,-0.00005302000,0,0.10527255,0.01784280,-0.00981354,0,0.00553000,,,0,271.2500,123.2600,-53.5900,0,1035.00,,,0,6149.00,83.25,-74.30,0,1.210000,0.039000,-0.040000,0,0.2400,0.0750,-0.0770,0
Kepler-1249 b,24.33471270000,0.00028860000,-0.00028860000,0,0.21232938,0.08653760,-0.03390133,0,0.01970000,,,0,98.3360,13.4770,-11.4920,0,647.00,,,0,6202.00,133.62,-201.72,0,1.190000,0.170000,-0.116000,0,0.0600,0.1310,-0.1530,0
Kepler-125 b,4.16438900000,0.00000300000,-0.00000300000,0,0.21100000,0.00900000,-0.00900000,0,0.01950000,,,0,33.1840,3.3810,-3.0990,0,590.00,,,0,3810.00,150.00,-150.00,0,0.542101,0.020298,-0.020298,0,-0.1400,0.0870,-0.0760,0
Kepler-125 c,5.77446400000,0.00004700000,-0.00004700000,0,0.06600000,0.00400000,-0.00400000,0,0.00104000,,,0,16.8100,0.9400,-0.5000,0,529.00,,,0,3810.00,150.00,-150.00,0,0.542101,0.020298,-0.020298,0,-0.1400,0.0870,-0.0760,0
Kepler-1250 b,2.60754383400,0.00000652300,-0.00000652300,0,0.17129093,0.04014631,-0.01516638,0,0.01370000,,,0,1866.1930,263.8100,-223.6190,0,1431.00,,,0,5717.00,71.36,-82.51,0,0.990000,0.047000,-0.051000,0,0.0400,0.1390,-0.1780,0
Kepler-1251 b,45.09046430000,0.00046300000,-0.00046300000,0,0.16415380,0.02319565,-0.01248996,0,0.01270000,,,0,13.7800,0.8690,-0.8120,0,487.00,,,0,5545.00,85.54,-95.15,0,0.920000,0.046000,-0.056000,0,-0.0400,0.1480,-0.1770,0
Kepler-1252 b,15.05403290000,0.00012480000,-0.00012480000,0,0.14898742,0.03746989,-0.02051923,0,0.01080000,,,0,57.5790,2.0440,-1.9700,0,665.00,,,0,5949.00,144.60,-218.38,0,1.060000,0.088000,-0.087000,0,0.0300,0.1370,-0.1610,0
Kepler-1253 b,68.88619150000,0.00052700000,-0.00052700000,0,0.11865465,0.01605852,-0.01605852,0,0.00733000,,,0,21.6240,0.5910,-0.5760,0,501.00,,,0,5850.00,65.89,-56.44,0,0.970000,0.062000,-0.057000,0,-0.1400,0.1470,-0.1450,0
Kepler-1254 b,9.99113313000,0.00005610000,-0.00005610000,0,0.13828174,0.00802926,-0.01070568,0,0.00951000,,,0,33.9780,1.6000,-1.5300,0,660.00,,,0,4985.00,53.00,-45.04,0,0.780000,0.039000,-0.050000,0,-0.1000,0.1490,-0.2030,0
Kepler-1254 c,3.60084276000,0.00001900000,-0.00001900000,0,0.11597823,0.00624498,-0.01070568,0,0.00705000,,,0,132.3910,6.2360,-5.9630,0,927.00,,,0,4985.00,53.00,-45.04,0,0.780000,0.039000,-0.050000,0,-0.1000,0.1490,-0.2030,0
Kepler-1254 d,5.72717226000,0.00002908000,-0.00002908000,0,0.11687037,0.00802926,-0.00981354,0,0.00714000,,,0,71.3100,3.3590,-3.2120,0,794.00,,,0,4985.00,53.00,-45.04,0,0.780000,0.039000,-0.050000,0,-0.1000,0.1490,-0.2030,0
Kepler-1255 b,36.29193360000,0.00031560000,-0.00031560000,0,0.20697654,0.05709698,-0.02587207,0,0.01890000,,,0,39.6710,4.7000,-4.0840,0,694.00,,,0,6018.00,134.73,-186.81,0,1.080000,0.097000,-0.086000,0,0.0200,0.1330,-0.1610,0
Kepler-1256 b,12.41277540000,0.00010800000,-0.00010800000,0,0.13292890,0.03925417,-0.01962709,0,0.00889000,,,0,211.5490,7.1240,-6.8630,0,933.00,,,0,6129.00,67.94,-69.29,0,1.170000,0.090000,-0.055000,0,0.0500,0.0920,-0.0770,0
Kepler-1257 b,2.66831376200,0.00000986100,-0.00000986100,0,0.13560532,0.01605852,-0.01070568,0,0.00920000,,,0,546.9080,50.8910,-45.7980,0,1252.00,,,0,5502.00,168.32,-93.92,0,0.900000,0.056000,-0.053000,0,-0.0900,0.1470,-0.1770,0
Kepler-1258 b,0.98494016700,0.00000318200,-0.00000318200,0,0.07672406,0.01159782,-0.00713712,0,0.00178000,,,0,2775.0000,95.9120,-92.1450,0,2335.00,,,0,5839.00,79.16,-73.45,0,0.990000,0.052000,-0.060000,0,-0.0700,0.1450,-0.1820,0
Kepler-1259 b,0.66308525800,0.00000087400,-0.00000087400,0,0.12757605,0.00624498,-0.00892140,0,0.00829000,,,0,2460.5820,127.9290,-121.4100,0,1681.00,,,0,5053.00,113.64,-67.62,0,0.800000,0.041000,-0.047000,0,-0.0700,0.1440,-0.1690,0
Kepler-126 b,10.49571100000,0.00002800000,-0.00002800000,0,0.13600000,0.00900000,-0.00900000,0,0.01294360,0.02239761,-0.02239761,0,298.0880,5.1470,-5.0690,0,1009.00,,,0,6239.00,94.00,-94.00,0,1.108000,0.029000,-0.029000,0,-0.1600,0.0400,-0.0400,0
Kepler-126 c,21.86974100000,0.00008200000,-0.00008200000,0,0.14100000,0.01200000,-0.01200000,0,0.00402415,0.02212753,-0.02212753,0,112.1280,1.9360,-1.9070,0,790.00,,,0,6239.00,94.00,-94.00,0,1.108000,0.029000,-0.029000,0,-0.1600,0.0400,-0.0400,0
Kepler-126 d,100.28313400000,0.00025500000,-0.00025500000,0,0.22300000,0.00400000,-0.00400000,0,0.17175992,0.07272723,-0.07272723,0,14.7140,0.2540,-0.2500,0,475.00,,,0,6239.00,94.00,-94.00,0,1.108000,0.029000,-0.029000,0,-0.1600,0.0400,-0.0400,0
Kepler-1260 b,19.11877530000,0.00016870000,-0.00016870000,0,0.15790882,0.04549915,-0.02497993,0,0.01190000,,,0,171.9260,15.0130,-13.5030,0,823.00,,,0,5961.00,131.56,-192.48,0,1.060000,0.089000,-0.084000,0,0.0100,0.1360,-0.1830,0
Kepler-1261 b,48.43089910000,0.00031440000,-0.00031440000,0,0.20162370,0.01248996,-0.01248996,0,0.01800000,,,0,4.7440,0.2990,-0.2810,0,396.00,,,0,5006.00,48.34,-44.49,0,0.820000,0.032000,-0.038000,0,0.0300,0.1500,-0.1600,0
Kepler-1262 b,8.67900242000,0.00003790000,-0.00003790000,0,0.16236952,0.02854849,-0.01516638,0,0.01250000,,,0,142.5450,9.8820,-9.1450,0,949.00,,,0,5771.00,101.71,-103.42,0,0.990000,0.055000,-0.060000,0,-0.0200,0.1390,-0.1820,0
Kepler-1263 b,4.55139967000,0.00002128000,-0.00002128000,0,0.10170399,0.02497993,-0.01070568,0,0.00489000,,,0,144.8130,5.5030,-5.2760,0,907.00,,,0,5213.00,61.90,-74.37,0,0.840000,0.040000,-0.045000,0,-0.0300,0.1570,-0.1700,0
Kepler-1264 b,0.96852602300,0.00000233300,-0.00000233300,0,0.10527255,0.01962709,-0.01070568,0,0.00553000,,,0,2367.8040,166.0160,-152.9430,0,1677.00,,,0,5791.00,109.18,-145.15,0,0.990000,0.060000,-0.064000,0,-0.0200,0.1390,-0.1800,0
Kepler-1265 b,6.49441289000,0.00002951000,-0.00002951000,0,0.12043893,0.00624498,-0.01159782,0,0.00752000,,,0,58.1500,2.8430,-2.6860,0,732.00,,,0,4630.00,42.63,-41.20,0,0.710000,0.035000,-0.050000,0,-0.1000,0.1550,-0.2040,0
Kepler-1266 b,28.47474800000,0.00020450000,-0.00020450000,0,0.23017218,0.01159782,-0.04103845,0,0.02260000,,,0,10.3130,0.7830,-0.7190,0,489.00,,,0,5044.00,49.22,-50.99,0,0.800000,0.039000,-0.048000,0,-0.0700,0.1540,-0.1830,0
Kepler-1266 c,4.86631012000,,,0,0.14990120,,,0,0.01090000,,,0,110.4000,11.3000,-11.3000,0,881.00,,,0,4996.00,82.00,-74.00,0,0.791000,0.058000,-0.025000,0,0.1400,0.1500,-0.1500,0
